,location,total_sqft,bath,price,bhk
7209,Vijayanagar,1200.0,2.0,75.0,3
7210,Vijayanagar,1178.0,2.0,82.0,2
7211,Vijayanagar,864.0,2.0,45.0,2
7212,Vijayanagar,2100.0,6.0,252.0,4
7213,Vijayanagar,920.0,2.0,60.0,2
7214,Vijayanagar,1019.0,2.0,58.0,2
7215,Vijayanagar,2400.0,6.0,125.0,5
7216,Vijayanagar,1180.0,2.0,86.0,2
7217,Vijayanagar,1046.0,2.0,49.06,2
7218,Vijayanagar,2400.0,2.0,230.0,1
7219,Vijayanagar,492.0,1.0,40.0,1
7221,Vishveshwarya Layout,750.0,1.0,30.0,1
7222,Vishveshwarya Layout,2000.0,4.0,75.0,4
7223,Vishveshwarya Layout,2100.0,6.0,92.0,6
7224,Vishveshwarya Layout,2000.0,3.0,90.0,4
7225,Vishwapriya Layout,820.0,2.0,30.0,2
7226,Vishwapriya Layout,770.0,2.0,30.0,2
7227,Vishwapriya Layout,910.0,2.0,36.0,2
7228,Vishwapriya Layout,890.0,2.0,37.0,2
7229,Vittasandra,1404.0,2.0,71.0,2
7230,Vittasandra,1246.0,2.0,67.0,2
7231,Vittasandra,1404.0,2.0,69.3,2
7232,Vittasandra,1246.0,2.0,67.3,2
7233,Vittasandra,1246.0,2.0,64.5,2
7234,Vittasandra,1246.0,2.0,64.5,2
7235,Vittasandra,1246.0,2.0,68.0,2
7237,Vittasandra,1238.0,2.0,67.0,2
7238,Vittasandra,1404.0,2.0,75.0,2
7239,Vittasandra,1246.0,2.0,65.0,2
7240,Vittasandra,1238.0,2.0,67.0,2
7241,Vittasandra,1246.0,2.0,67.4,2
7242,Vittasandra,1259.0,2.0,67.4,2
7243,Vittasandra,1404.0,2.0,68.8,2
7244,Vittasandra,1246.0,2.0,62.3,2
7245,Vittasandra,1246.0,2.0,63.0,2
7246,Vittasandra,1246.0,2.0,67.4,2
7247,Vittasandra,1246.0,2.0,65.4,2
7249,Vittasandra,1238.0,2.0,67.32,2
7250,Vittasandra,1246.0,2.0,67.4,2
7252,Vittasandra,1246.0,2.0,67.3,2
7253,Vittasandra,1404.0,2.0,70.0,2
7254,Vittasandra,1259.0,2.0,67.48,2
7255,Vittasandra,1404.0,2.0,75.0,2
7257,Vittasandra,1246.0,2.0,67.0,2
7260,Vittasandra,1404.0,2.0,72.0,2
7261,Vittasandra,1246.0,2.0,67.5,2
7262,Vittasandra,1246.0,2.0,67.5,2
7263,Vittasandra,1404.0,2.0,70.0,2
7264,Vittasandra,1246.0,2.0,65.0,2
7265,Vittasandra,1246.0,2.0,67.4,2
7269,Whitefield,1610.0,3.0,81.0,3
7270,Whitefield,1459.0,2.0,94.82,2
7275,Whitefield,1280.0,2.0,75.0,2
7277,Whitefield,1910.0,3.0,161.0,3
7278,Whitefield,3252.0,4.0,230.0,4
7279,Whitefield,11890.0,4.0,700.0,4
7282,Whitefield,1150.0,2.0,70.0,2
7283,Whitefield,1768.0,3.0,101.0,3
7285,Whitefield,4144.0,4.0,315.0,4
7286,Whitefield,4104.0,4.0,360.0,4
7287,Whitefield,1790.0,3.0,100.0,3
7288,Whitefield,1720.0,3.0,100.0,3
7290,Whitefield,1640.0,4.0,91.0,3
7293,Whitefield,2280.0,4.0,126.0,3
7297,Whitefield,1897.0,3.0,130.0,3
7298,Whitefield,2225.0,2.0,125.0,3
7299,Whitefield,4348.0,2.0,304.0,4
7302,Whitefield,2268.0,3.0,163.0,4
7305,Whitefield,2400.0,4.0,200.0,4
7307,Whitefield,1360.0,2.0,95.0,2
7309,Whitefield,1697.0,3.0,94.79,3
7310,Whitefield,5000.0,4.0,400.0,4
7311,Whitefield,3000.0,5.0,250.0,4
7312,Whitefield,1700.0,3.0,115.0,3
7315,Whitefield,2842.0,3.0,162.0,3
7319,Whitefield,1500.0,3.0,130.0,3
7320,Whitefield,1280.0,2.0,75.0,2
7322,Whitefield,1405.0,2.0,78.0,3
7323,Whitefield,2225.0,3.0,115.0,3
7324,Whitefield,1272.0,2.0,95.05,2
7327,Whitefield,1192.0,2.0,71.0,2
7331,Whitefield,1626.0,3.0,89.0,3
7332,Whitefield,1585.0,3.0,88.0,3
7333,Whitefield,665.0,2.0,28.585,1
7335,Whitefield,1280.0,2.0,85.0,2
7336,Whitefield,1200.0,3.0,68.5,3
7337,Whitefield,4000.0,4.0,330.0,4
7338,Whitefield,1697.0,3.0,108.0,3
7340,Whitefield,3606.0,4.0,312.0,4
7341,Whitefield,1485.0,2.0,90.0,2
7342,Whitefield,950.0,1.0,50.0,1
7343,Whitefield,3584.0,4.0,199.0,4
7344,Whitefield,825.0,1.0,45.0,1
7347,Whitefield,1635.0,2.0,85.0,3
7348,Whitefield,1216.0,2.0,79.0,2
7354,Whitefield,920.0,2.0,63.0,2
7356,Whitefield,1170.0,2.0,71.0,2
7357,Whitefield,1118.0,2.0,75.0,2
7358,Whitefield,1800.0,3.0,110.0,3
7359,Whitefield,1562.0,3.0,103.0,3
7362,Whitefield,2321.0,4.0,128.0,3
7363,Whitefield,1320.0,2.0,95.0,2
7366,Whitefield,3010.0,3.0,200.0,3
7367,Whitefield,1346.0,2.0,96.17,2
7368,Whitefield,3850.0,5.0,316.0,3
7372,Whitefield,2500.0,4.0,155.0,4
7373,Whitefield,905.0,1.0,55.0,1
7375,Whitefield,2268.0,3.0,146.0,4
7378,Whitefield,630.0,1.0,32.79,1
7379,Whitefield,3537.0,5.0,210.0,4
7381,Whitefield,1697.0,3.0,115.0,3
7385,Whitefield,3250.0,5.0,290.0,5
7389,Whitefield,1269.0,2.0,75.0,2
7390,Whitefield,3227.0,5.0,250.0,5
7391,Whitefield,1545.0,3.0,79.0,3
7394,Whitefield,3262.0,4.0,260.0,4
7396,Whitefield,1132.0,2.0,79.28,2
7399,Whitefield,2830.0,5.0,160.0,4
7401,Whitefield,1195.0,2.0,70.0,2
7402,Whitefield,3480.0,4.0,284.0,3
7405,Whitefield,709.0,1.0,34.385,1
7407,Whitefield,1320.0,2.0,79.5,2
7408,Whitefield,750.0,2.0,52.7,2
7409,Whitefield,1200.0,3.0,61.96,3
7414,Whitefield,2094.0,2.0,113.19,3
7416,Whitefield,3445.0,5.0,270.0,4
7417,Whitefield,1700.0,3.0,140.0,3
7418,Whitefield,4827.0,4.0,400.0,4
7419,Whitefield,1405.0,2.0,84.5,2
7421,Whitefield,3252.0,4.0,280.0,4
7423,Whitefield,1150.0,2.0,90.0,2
7424,Whitefield,2400.0,4.0,147.0,4
7426,Whitefield,624.0,1.0,35.0,1
7429,Whitefield,1700.0,3.0,95.0,3
7430,Whitefield,4960.0,4.0,400.0,4
7431,Whitefield,2928.0,4.0,198.0,4
7433,Whitefield,2700.0,5.0,175.0,3
7434,Whitefield,1216.0,2.0,84.0,2
7435,Whitefield,2882.0,5.0,204.0,4
7436,Whitefield,1840.0,3.0,140.0,3
7437,Whitefield,1778.0,3.0,122.0,3
7439,Whitefield,650.0,1.0,25.0,1
7440,Whitefield,2155.0,3.0,125.0,4
7441,Whitefield,905.0,1.0,52.0,1
7446,Whitefield,1216.0,2.0,75.0,2
7448,Whitefield,1255.0,2.0,77.0,2
7449,Whitefield,1216.0,2.0,73.0,2
7450,Whitefield,709.0,1.0,34.735,1
7454,Whitefield,1745.0,3.0,100.0,3
7455,Whitefield,3200.0,4.0,224.0,4
7457,Whitefield,825.0,1.0,44.9,1
7461,Whitefield,1870.0,3.0,138.0,3
7464,Whitefield,1862.0,3.0,125.0,3
7465,Whitefield,1655.0,3.0,113.0,3
7466,Whitefield,530.0,1.0,29.44,1
7468,Whitefield,905.0,1.0,50.0,1
7469,Whitefield,1600.0,3.0,82.0,3
7470,Whitefield,1230.0,4.0,80.0,4
7472,Whitefield,630.0,1.0,32.15,1
7473,Whitefield,905.0,1.0,52.0,1
7477,Whitefield,1216.0,2.0,83.0,2
7482,Whitefield,4075.0,5.0,226.0,4
7483,Whitefield,1216.0,2.0,75.0,2
7491,Whitefield,2856.0,5.0,158.5,4
7494,Whitefield,750.0,1.0,51.0,1
7497,Whitefield,1173.0,2.0,77.0,2
7498,Whitefield,1200.0,3.0,68.4,3
7502,Whitefield,3425.0,5.0,250.0,4
7507,Whitefield,2173.0,3.0,128.0,3
7509,Whitefield,905.0,1.0,62.0,1
7510,Whitefield,1870.0,3.0,138.0,3
7511,Whitefield,1320.0,2.0,99.26,2
7512,Whitefield,2901.0,4.0,190.0,3
7513,Whitefield,1485.0,2.0,96.51,2
7514,Whitefield,1755.0,3.0,101.0,3
7516,Whitefield,2225.0,3.0,149.0,3
7517,Whitefield,1250.0,2.0,82.0,2
7519,Whitefield,605.0,1.0,40.0,1
7522,Whitefield,2210.0,3.0,156.0,3
7523,Whitefield,1173.0,2.0,78.2,2
7524,Whitefield,1740.0,4.0,130.0,3
7525,Whitefield,1216.0,2.0,75.0,2
7527,Whitefield,1655.0,3.0,120.0,3
7528,Whitefield,4003.0,6.0,300.0,4
7530,Whitefield,1180.0,2.0,70.0,2
7532,Whitefield,2023.0,4.0,130.0,3
7533,Whitefield,2134.0,4.0,118.0,3
7536,Whitefield,905.0,1.0,60.0,1
7542,Whitefield,1452.0,3.0,90.0,3
7543,Whitefield,2850.0,5.0,240.0,4
7546,Whitefield,2830.0,5.0,190.0,4
7547,Whitefield,1295.0,2.0,78.5,2
7548,Whitefield,840.0,1.0,57.6,1
7549,Whitefield,640.0,1.0,19.83,1
7550,Whitefield,1991.0,3.0,104.0,3
7554,Whitefield,1655.0,3.0,97.0,3
7555,Whitefield,1850.0,3.0,150.0,3
7556,Whitefield,1200.0,3.0,67.77,3
7557,Whitefield,1290.0,2.0,90.0,2
7560,Whitefield,1216.0,2.0,75.0,2
7561,Whitefield,1356.0,2.0,94.84,2
7562,Whitefield,1338.0,2.0,103.0,2
7565,Whitefield,3450.0,4.0,208.0,3
7569,Whitefield,1267.0,2.0,90.33,2
7570,Whitefield,2400.0,4.0,143.0,4
7571,Whitefield,1836.0,3.0,125.0,3
7573,Whitefield,3596.0,3.0,200.0,3
7574,Whitefield,1275.0,2.0,65.0,3
7577,Whitefield,1216.0,2.0,82.0,2
7578,Whitefield,1495.0,3.0,88.0,2
7579,Whitefield,1564.0,3.0,103.0,3
7580,Whitefield,1585.0,3.0,84.0,3
7583,Whitefield,1558.0,3.0,90.0,3
7584,Whitefield,1216.0,2.0,75.0,2
7586,Whitefield,1704.0,3.0,120.0,3
7588,Whitefield,1256.0,2.0,73.0,2
7591,Whitefield,1300.0,2.0,78.0,2
7592,Whitefield,1570.0,3.0,88.0,3
7593,Whitefield,1216.0,2.0,84.03,2
7595,Whitefield,1216.0,2.0,72.5,2
7597,Whitefield,2025.0,4.0,115.0,3
7598,Whitefield,1346.0,2.0,100.0,3
7602,Whitefield,2990.0,3.0,198.0,4
7605,Whitefield,1720.0,3.0,98.97,3
7606,Whitefield,1600.0,3.0,95.0,3
7607,Whitefield,1655.0,3.0,108.0,3
7608,Whitefield,1740.0,3.0,95.0,3
7610,Whitefield,1350.0,2.0,88.0,2
7612,Whitefield,1216.0,2.0,80.0,2
7613,Whitefield,2900.0,4.0,225.0,4
7614,Whitefield,1340.0,2.0,101.0,2
7616,Whitefield,1500.0,3.0,78.57,3
7617,Whitefield,1626.0,3.0,85.0,3
7619,Whitefield,1100.0,2.0,65.0,2
7621,Whitefield,1270.0,2.0,65.0,3
7622,Whitefield,3117.0,3.0,261.0,3
7623,Whitefield,1216.0,2.0,73.0,2
7625,Whitefield,3150.0,3.0,290.0,3
7627,Whitefield,2956.0,5.0,234.0,4
7631,Whitefield,2247.0,3.0,145.0,3
7632,Whitefield,3940.0,5.0,265.0,4
7634,Whitefield,1160.0,2.0,67.0,2
7636,Whitefield,1180.0,2.0,77.0,2
7637,Whitefield,2140.0,3.0,139.0,3
7638,Whitefield,1314.0,2.0,84.0,2
7645,Whitefield,1431.0,3.0,85.0,3
7646,Whitefield,524.0,1.0,29.0,1
7647,Whitefield,2830.0,4.0,161.0,4
7648,Whitefield,2135.0,3.0,149.0,4
7650,Whitefield,3075.0,2.0,188.0,4
7651,Whitefield,1760.0,3.0,160.0,3
7652,Whitefield,1655.0,3.0,110.0,3
7653,Whitefield,840.0,1.0,57.0,1
7654,Whitefield,1725.0,3.0,106.0,3
7657,Whitefield,516.0,1.0,39.0,1
7659,Whitefield,6000.0,4.0,410.0,4
7660,Whitefield,1639.0,3.0,107.0,3
7661,Whitefield,1820.0,3.0,113.0,3
7663,Whitefield,3565.0,4.0,218.0,4
7664,Whitefield,3410.0,5.0,253.0,4
7667,Whitefield,4500.0,4.0,330.0,4
7668,Whitefield,1250.0,2.0,85.0,2
7670,Whitefield,1277.0,2.0,77.0,2
7671,Whitefield,1820.0,3.0,140.0,3
7672,Whitefield,3453.0,4.0,247.0,4
7678,Whitefield,2280.0,4.0,125.0,3
7679,Whitefield,2882.0,5.0,200.0,4
7681,Whitefield,1639.0,3.0,92.63,3
7684,Whitefield,1190.0,2.0,70.0,2
7686,Whitefield,1270.0,2.0,94.0,2
7687,Whitefield,1220.0,2.0,89.0,2
7690,Whitefield,3758.0,3.0,300.0,3
7695,Whitefield,1216.0,2.0,72.0,2
7697,Whitefield,5400.0,5.0,475.0,4
7698,Whitefield,1396.0,3.0,74.0,3
7707,Whitefield,1615.0,3.0,96.9,3
7713,Whitefield,1200.0,2.0,70.0,2
7716,Whitefield,1216.0,2.0,75.0,2
7718,Whitefield,2321.0,4.0,157.0,3
7719,Whitefield,1224.0,2.0,75.0,2
7720,Whitefield,1655.0,3.0,113.0,3
7722,Whitefield,4144.0,5.0,331.0,5
7725,Whitefield,1200.0,3.0,67.75,3
7726,Whitefield,2444.0,4.0,145.0,4
7727,Whitefield,1270.0,2.0,110.0,2
7728,Whitefield,1660.0,3.0,110.0,3
7729,Whitefield,1270.0,2.0,105.0,2
7731,Whitefield,1173.0,2.0,78.2,2
7732,Whitefield,1362.0,2.0,85.0,2
7734,Whitefield,1457.0,2.0,105.0,3
7735,Whitefield,1720.0,3.0,128.0,3
7739,Whitefield,1564.0,3.0,103.0,3
7743,Whitefield,1639.0,3.0,107.0,3
7744,Whitefield,1760.0,3.0,139.0,3
7745,Whitefield,613.0,1.0,48.0,1
7746,Whitefield,1730.0,3.0,125.0,3
7748,Whitefield,877.0,1.0,59.0,1
7752,Yelachenahalli,1464.0,2.0,105.0,3
7753,Yelachenahalli,2400.0,1.0,150.0,2
7754,Yelachenahalli,1700.0,3.0,130.0,3
7755,Yelachenahalli,1080.0,2.0,55.0,2
7756,Yelachenahalli,897.0,2.0,85.0,5
7757,Yelachenahalli,1400.0,2.0,78.0,2
7759,Yelachenahalli,1100.0,2.0,60.0,2
7761,Yelachenahalli,1110.0,2.0,110.0,2
7762,Yelachenahalli,1103.0,2.0,55.0,2
7763,Yelachenahalli,1000.0,2.0,50.0,2
7765,Yelahanka,1326.0,2.0,78.0,2
7766,Yelahanka,3050.0,5.0,213.0,5
7773,Yelahanka,1705.0,3.0,95.0,3
7774,Yelahanka,1234.0,2.0,80.0,2
7775,Yelahanka,1315.0,2.0,85.0,2
7776,Yelahanka,1170.0,2.0,62.5,2
7778,Yelahanka,697.0,1.0,45.0,1
7781,Yelahanka,2195.0,4.0,127.0,3
7783,Yelahanka,1614.0,3.0,95.0,3
7785,Yelahanka,628.0,1.0,24.0,1
7788,Yelahanka,654.0,1.0,38.4,1
7796,Yelahanka,1825.0,3.0,105.0,3
7797,Yelahanka,1603.0,3.0,96.0,3
7798,Yelahanka,1304.0,2.0,79.0,2
7804,Yelahanka,1517.0,3.0,76.3,3
7808,Yelahanka,1327.0,2.0,85.0,2
7811,Yelahanka,1566.0,3.0,97.0,3
7813,Yelahanka,1270.0,2.0,78.0,2
7814,Yelahanka,1400.0,2.0,80.54,3
7816,Yelahanka,1322.0,2.0,86.0,2
7817,Yelahanka,1100.0,2.0,70.0,2
7818,Yelahanka,1200.0,2.0,70.0,2
7820,Yelahanka,4000.0,5.0,220.0,5
7821,Yelahanka,2675.0,4.0,140.0,4
7823,Yelahanka,654.0,1.0,37.0,1
7824,Yelahanka,1465.0,3.0,80.01,3
7828,Yelahanka,1692.0,3.0,83.0,3
7833,Yelahanka,2145.0,3.0,125.0,3
7835,Yelahanka,1322.0,2.0,75.0,2
7838,Yelahanka,602.0,1.0,26.0,1
7839,Yelahanka,1100.0,2.0,60.0,2
7840,Yelahanka,1614.0,2.0,100.0,3
7841,Yelahanka,1890.0,3.0,108.0,3
7842,Yelahanka,1556.0,3.0,86.0,3
7843,Yelahanka,1610.0,4.0,85.0,3
7849,Yelahanka,1859.0,3.0,108.0,3
7851,Yelahanka,1322.0,2.0,80.0,2
7854,Yelahanka,2600.0,4.0,175.0,4
7855,Yelahanka,1305.0,2.0,78.0,2
7857,Yelahanka,1711.0,3.0,85.61,3
7858,Yelahanka,1315.0,2.0,75.0,2
7859,Yelahanka,3600.0,6.0,200.0,6
7861,Yelahanka,1614.0,3.0,95.0,3
7862,Yelahanka,1650.0,3.0,105.0,3
7867,Yelahanka,3990.0,4.0,260.0,4
7868,Yelahanka,1620.0,3.0,90.0,3
7869,Yelahanka,654.0,1.0,36.25,1
7870,Yelahanka,1614.0,3.0,93.0,3
7871,Yelahanka,694.0,1.0,30.84,1
7872,Yelahanka,1115.0,2.0,60.0,2
7873,Yelahanka,2317.0,4.0,140.0,3
7874,Yelahanka,1653.0,3.0,93.0,3
7875,Yelahanka,654.0,1.0,38.0,1
7877,Yelahanka,1445.0,2.0,82.0,2
7879,Yelahanka,602.0,1.0,38.0,1
7880,Yelahanka,697.0,1.0,35.0,1
7882,Yelahanka,682.0,1.0,36.23,1
7884,Yelahanka,1560.0,2.0,98.0,3
7885,Yelahanka,1780.0,3.0,107.0,3
7886,Yelahanka,1342.0,2.0,75.0,3
7887,Yelahanka,1823.0,3.0,103.0,3
7888,Yelahanka,1792.0,3.0,104.0,3
7889,Yelahanka,1304.0,2.0,69.97,2
7892,Yelahanka,1300.0,2.0,69.23,2
7893,Yelahanka,1705.0,3.0,91.0,3
7895,Yelahanka,1835.0,3.0,108.0,3
7896,Yelahanka,1847.0,3.0,92.0,3
7898,Yelahanka,1890.0,3.0,109.0,3
7899,Yelahanka,700.0,1.0,38.0,1
7900,Yelahanka,1491.0,3.0,85.0,3
7901,Yelahanka,2088.0,5.0,110.0,4
7904,Yelahanka,3019.0,6.0,190.0,4
7906,Yelahanka,1600.0,3.0,100.0,3
7910,Yelahanka,1705.0,3.0,85.0,3
7911,Yelahanka,1350.0,2.0,85.0,3
7912,Yelahanka,1633.0,3.0,110.0,3
7913,Yelahanka,827.0,1.0,42.535,1
7915,Yelahanka,1355.0,2.0,75.0,3
7918,Yelahanka,1104.0,2.0,58.0,2
7920,Yelahanka,1175.0,2.0,67.77,2
7921,Yelahanka,1322.0,2.0,77.9,2
7922,Yelahanka,602.0,1.0,33.0,1
7923,Yelahanka,1315.0,2.0,77.0,2
7926,Yelahanka,567.0,1.0,25.0,1
7928,Yelahanka,602.0,2.0,30.0,1
7930,Yelahanka,1234.0,2.0,80.0,2
7933,Yelahanka,1267.0,3.0,78.0,2
7934,Yelahanka,1360.0,2.0,78.19,2
7936,Yelahanka New Town,650.0,1.0,33.0,1
7937,Yelahanka New Town,500.0,1.0,20.0,1
7938,Yelahanka New Town,440.0,1.0,16.5,1
7939,Yelahanka New Town,1610.0,3.0,92.0,3
7940,Yelahanka New Town,1700.0,3.0,90.0,3
7941,Yelahanka New Town,650.0,1.0,20.0,1
7942,Yelahanka New Town,350.0,1.0,13.5,1
7944,Yelahanka New Town,1385.0,2.0,65.0,2
7945,Yelahanka New Town,650.0,1.0,17.0,1
7946,Yelahanka New Town,450.0,1.0,16.0,1
7948,Yelahanka New Town,960.0,2.0,50.0,2
7950,Yelahanka New Town,1209.0,2.0,65.0,3
7951,Yelahanka New Town,1400.0,2.0,80.0,3
7952,Yelahanka New Town,450.0,1.0,15.0,1
7953,Yelahanka New Town,500.0,1.0,18.0,1
7954,Yelahanka New Town,1420.0,2.0,75.0,3
7956,Yelahanka New Town,2200.0,2.0,180.0,2
7957,Yelahanka New Town,488.0,1.0,20.0,1
7958,Yelahanka New Town,1100.0,2.0,58.0,2
7961,Yelahanka New Town,1000.0,2.0,44.0,2
7962,Yelahanka New Town,650.0,1.0,18.0,1
7964,Yelahanka New Town,1740.0,3.0,150.0,3
7965,Yelahanka New Town,1290.0,2.0,70.0,2
7967,Yelenahalli,1240.0,2.0,47.12,2
7968,Yelenahalli,1200.0,2.0,46.17,2
7970,Yelenahalli,1260.0,2.0,47.88,2
7972,Yelenahalli,1175.0,2.0,50.0,2
7973,Yelenahalli,1650.0,3.0,68.0,3
7974,Yelenahalli,1200.0,2.0,45.6,2
7975,Yelenahalli,1200.0,2.0,46.17,2
7976,Yelenahalli,1160.0,2.0,44.08,2
7979,Yeshwanthpur,667.0,1.0,36.85,1
7980,Yeshwanthpur,1950.0,4.0,130.0,4
7982,Yeshwanthpur,665.0,1.0,36.85,1
7986,Yeshwanthpur,671.0,1.0,36.85,1
7987,Yeshwanthpur,1852.0,3.0,160.0,3
7988,Yeshwanthpur,1277.0,2.0,95.815,2
7989,Yeshwanthpur,668.0,1.0,36.85,1
7990,Yeshwanthpur,1185.0,2.0,75.84,2
7991,Yeshwanthpur,1195.0,2.0,100.0,2
7992,Yeshwanthpur,1826.0,3.0,165.0,3
7993,Yeshwanthpur,1313.0,3.0,96.0,3
7994,Yeshwanthpur,1400.0,2.0,100.0,2
7997,Yeshwanthpur,673.0,1.0,36.85,1
7998,Yeshwanthpur,717.0,2.0,49.475,2
8001,Yeshwanthpur,605.0,1.0,41.745,1
8003,Yeshwanthpur,669.0,1.0,36.85,1
8005,Yeshwanthpur,3027.0,4.0,260.0,3
8007,Yeshwanthpur,1200.0,4.0,110.0,4
8009,Yeshwanthpur,670.0,1.0,36.85,1
8012,Yeshwanthpur,1240.0,2.0,80.0,2
8014,Yeshwanthpur,1144.0,2.0,67.0,2
8015,Yeshwanthpur,1541.0,2.0,130.0,2
8017,Yeshwanthpur,1362.0,2.0,100.0,2
8018,Yeshwanthpur,666.0,1.0,36.8,1
8019,Yeshwanthpur,770.0,1.0,70.0,2
8020,Yeshwanthpur,1855.0,3.0,140.0,3
8022,Yeshwanthpur,1165.0,2.0,85.0,2
8023,Yeshwanthpur,1860.0,3.0,168.0,3
8026,Yeshwanthpur,1825.0,3.0,145.0,3
8028,Yeshwanthpur,994.0,2.0,54.67,1
8029,Yeshwanthpur,650.0,1.0,40.0,1
8030,Yeshwanthpur,1855.0,3.0,140.0,3
8031,Yeshwanthpur,1500.0,3.0,100.0,3
8036,Yeshwanthpur,674.0,1.0,36.85,1
8038,Yeshwanthpur,672.0,1.0,36.85,1
8041,Yeshwanthpur,1195.0,2.0,100.0,2
8044,Yeshwanthpur,2500.0,5.0,185.0,6
8049,Yeshwanthpur,1855.0,3.0,135.0,3
8050,Yeshwanthpur,1876.0,3.0,160.0,3
8052,other,2770.0,4.0,290.0,3
8055,other,600.0,1.0,38.0,1
8058,other,1500.0,2.0,185.0,2
8059,other,840.0,2.0,45.0,2
8060,other,4395.0,3.0,240.0,3
8061,other,845.0,2.0,55.0,2
8062,other,2511.0,3.0,205.0,3
8063,other,1660.0,2.0,105.0,3
8065,other,1200.0,2.0,65.0,2
8066,other,1200.0,3.0,90.0,3
8070,other,782.0,2.0,55.68,2
8071,other,1800.0,3.0,120.0,3
8072,other,1413.0,2.0,75.0,3
8073,other,945.0,2.0,54.0,2
8074,other,1870.0,3.0,110.0,3
8075,other,1260.0,2.0,85.05,3
8077,other,2795.0,4.0,235.0,3
8079,other,1904.0,3.0,150.0,3
8080,other,2000.0,3.0,175.0,3
8081,other,1425.0,2.0,75.0,3
8083,other,1500.0,3.0,100.0,3
8085,other,1783.0,3.0,115.0,3
8086,other,912.0,2.0,70.0,3
8089,other,1580.0,3.0,100.0,3
8090,other,1415.0,3.0,78.0,3
8092,other,2405.0,4.0,260.0,3
8093,other,1500.0,2.0,115.0,2
8098,other,1060.0,2.0,60.0,2
8099,other,2600.0,8.0,180.0,8
8101,other,1285.0,2.0,72.5,2
8102,other,4050.0,3.0,280.0,3
8105,other,1280.0,2.0,69.0,2
8106,other,3045.0,3.0,170.0,3
8109,other,900.0,2.0,110.0,2
8114,other,1560.0,3.0,115.0,3
8117,other,1200.0,4.0,165.0,4
8119,other,1645.0,3.0,95.0,3
8120,other,1200.0,2.0,79.0,2
8122,other,1350.0,2.0,140.0,3
8123,other,1800.0,3.0,150.0,3
8125,other,1762.0,3.0,125.0,3
8127,other,1200.0,3.0,90.0,3
8128,other,2023.71,3.0,275.0,3
8134,other,2150.0,4.0,240.0,3
8137,other,3309.0,4.0,325.0,4
8138,other,5000.0,9.0,360.0,11
8140,other,1150.0,2.0,126.0,2
8143,other,1200.0,2.0,74.0,2
8146,other,1753.0,3.0,120.0,3
8147,other,1000.0,2.0,53.0,2
8148,other,720.0,2.0,45.0,2
8151,other,1200.0,3.0,165.0,4
8152,other,700.0,1.0,41.0,1
8154,other,1595.0,3.0,115.0,3
8155,other,1353.0,2.0,110.0,2
8156,other,1200.0,2.0,85.0,1
8159,other,1325.0,2.0,90.0,3
8162,other,1056.0,2.0,80.0,2
8164,other,1600.0,3.0,86.0,3
8166,other,1544.0,3.0,120.0,3
8167,other,1200.0,2.0,65.0,2
8168,other,540.0,1.0,36.0,1
8169,other,1578.0,3.0,180.0,3
8171,other,1600.0,2.0,115.0,2
8172,other,416.0,1.0,18.5,1
8175,other,834.0,1.0,60.0,1
8176,other,3000.0,5.0,260.0,4
8177,other,2160.0,5.0,250.0,6
8179,other,469.0,1.0,25.0,1
8184,other,1630.0,2.0,200.0,2
8186,other,1200.0,2.0,70.0,3
8187,other,1350.0,3.0,77.0,3
8188,other,4046.0,4.0,445.0,4
8189,other,1180.0,2.0,78.34,3
8190,other,1355.0,2.0,115.0,2
8191,other,600.0,1.0,50.0,1
8192,other,1875.0,3.0,165.0,3
8193,other,600.0,2.0,55.0,2
8196,other,1750.0,3.0,120.0,3
8199,other,1092.0,2.0,98.5,3
8202,other,1855.0,3.0,225.0,3
8204,other,1210.0,4.0,160.0,5
8207,other,425.0,1.0,20.03,1
8209,other,600.0,1.0,60.0,1
8210,other,1468.0,2.0,140.0,2
8211,other,4300.0,5.0,550.0,4
8213,other,775.0,2.0,55.0,2
8216,other,1352.0,3.0,135.0,3
8219,other,1200.0,3.0,95.0,4
8220,other,1976.0,3.0,184.0,3
8221,other,5500.0,4.0,600.0,4
8222,other,900.0,3.0,80.0,5
8223,other,1200.0,3.0,95.0,3
8226,other,1180.0,2.0,69.0,2
8227,other,686.0,1.0,17.0,1
8229,other,1500.0,4.0,180.0,4
8231,other,1282.0,2.0,87.0,2
8233,other,1500.0,2.0,95.0,3
8234,other,1300.0,1.0,115.0,2
8235,other,530.0,1.0,20.0,1
8236,other,1350.0,2.0,80.0,2
8238,other,2400.0,6.0,125.0,8
8240,other,1141.0,2.0,62.0,2
8243,other,950.0,1.0,40.0,1
8250,other,1480.0,3.0,90.0,3
8251,other,1600.0,3.0,90.0,3
8252,other,1200.0,4.0,135.0,4
8254,other,1500.0,3.0,115.0,3
8255,other,1824.0,3.0,125.0,3
8256,other,750.0,1.0,56.25,1
8263,other,6000.0,5.0,400.0,4
8264,other,2400.0,3.0,170.0,3
8266,other,1500.0,2.0,98.0,3
8267,other,3095.0,3.0,350.0,3
8269,other,1200.0,1.0,28.0,1
8270,other,1500.0,3.0,100.0,3
8272,other,1560.0,5.0,145.0,5
8274,other,1560.0,3.0,188.0,3
8277,other,485.0,1.0,15.0,1
8283,other,1200.0,3.0,130.0,3
8284,other,1050.0,2.0,67.0,2
8285,other,1596.0,3.0,105.0,3
